portfolio_id,security,original_quantity,crossed_quantity,remaining_quantity,trade_direction
S-17147,UDR US,-5600,0,-5600,SELL
S-17147,UNH US,-8000,0,-8000,SELL
P-36182,UNH US,-2800,0,-2800,SELL
S-17147,RTX US,-187200,-5800,-181400,SELL
S-17147,UNM US,-4400,0,-4400,SELL
P-36182,UNM US,-1600,0,-1600,SELL
S-17147,VTR US,-6000,0,-6000,SELL
P-36182,VTR US,-1600,0,-1600,SELL
P-47227,VFC US,13500,11400,2100,BUY
S-17147,VNO US,400,0,400,BUY
S-17147,VMC US,7200,1000,6200,BUY
S-17147,WMT US,-92400,0,-92400,SELL
P-36182,WDC US,1200,500,700,BUY
S-17147,WY US,-72000,0,-72000,SELL
S-17147,WHR US,5200,0,5200,BUY
S-17147,WEC US,-400,0,-400,SELL
S-17147,LNT US,-400,0,-400,SELL
S-17147,ADBE US,-1400,0,-1400,SELL
P-36182,ADBE US,-400,0,-400,SELL
S-17147,AES US,9600,0,9600,BUY
P-47227,AES US,16000,0,16000,BUY
S-17147,AMGN US,-3600,-3000,-600,SELL
S-17147,AAPL US,17800,0,17800,BUY
P-36182,AAPL US,4400,0,4400,BUY
S-17147,ADSK US,600,0,600,BUY
S-17147,CTAS US,-1200,0,-1200,SELL
P-36182,CTAS US,-600,0,-600,SELL
S-17147,CSCO US,-104200,0,-104200,SELL
P-36182,CSCO US,-1600,0,-1600,SELL
S-17147,CMCSA US,-84000,-3000,-81000,SELL
P-47227,TAP US,4500,4000,500,BUY
S-17147,INTC US,16200,0,16200,BUY
P-93050,INTC US,31000,0,31000,BUY
P-36182,INTC US,28000,0,28000,BUY
S-17147,KLAC US,7200,0,7200,BUY
P-36182,KLAC US,400,0,400,BUY
S-17147,MKC US,2600,0,2600,BUY
S-17147,MSFT US,-11400,-600,-10800,SELL
S-17147,ORCL US,1000,0,1000,BUY
P-36182,ORCL US,6000,0,6000,BUY
S-17147,PCAR US,127600,0,127600,BUY
P-93050,PCAR US,8000,0,8000,BUY
P-36182,PCAR US,1200,0,1200,BUY
S-17147,PRGO US,-1000,0,-1000,SELL
S-17147,COST US,-12200,0,-12200,SELL
P-36182,COST US,-800,0,-800,SELL
S-17147,SON US,-4200,0,-4200,SELL
S-17147,SYK US,-4000,0,-4000,SELL
P-47227,TSN US,4000,1600,2400,BUY
P-36182,AAON US,1200,400,800,BUY
P-47227,SWKS US,3000,1200,1800,BUY
S-17147,WRB US,-2200,0,-2200,SELL
S-17147,CAH US,-2600,0,-2600,SELL
P-36182,CAH US,-1200,0,-1200,SELL
S-17147,CINF US,-1000,0,-1000,SELL
S-17147,CLH US,-3600,0,-3600,SELL
S-17147,DHI US,-1600,0,-1600,SELL
S-17147,FLS US,-1200,0,-1200,SELL
S-17147,EA US,13600,0,13600,BUY
P-36182,EA US,600,0,600,BUY
S-17147,EXPD US,-2800,0,-2800,SELL
P-47227,EXPD US,-2000,0,-2000,SELL
S-17147,FAST US,-12400,-4500,-7900,SELL
S-17147,MTB US,-3000,0,-3000,SELL
P-47227,MTB US,-1500,0,-1500,SELL
S-17147,FISV US,-2800,0,-2800,SELL
S-17147,FITB US,57600,0,57600,BUY
P-47227,FITB US,4500,0,4500,BUY
S-17147,GILD US,-11800,-1000,-10800,SELL
S-17147,HAS US,-4200,-1400,-2800,SELL
S-17147,HBAN US,-22000,0,-22000,SELL
S-17147,WELL US,3400,0,3400,BUY
P-36182,WELL US,600,0,600,BUY
S-17147,HOLX US,15000,0,15000,BUY
P-36182,HOLX US,5200,0,5200,BUY
S-17147,IDXX US,-800,0,-800,SELL
S-17147,COHR US,6000,0,6000,BUY
P-36182,COHR US,1000,0,1000,BUY
S-17147,JBHT US,-1800,0,-1800,SELL
S-17147,LRCX US,-6600,0,-6600,SELL
S-17147,LSCC US,4800,0,4800,BUY
S-17147,MSA US,3000,0,3000,BUY
S-17147,MHK US,-600,0,-600,SELL
S-17147,ONTO US,-1400,0,-1400,SELL
S-17147,NDSN US,1400,0,1400,BUY
S-17147,NNN US,-10400,-5000,-5400,SELL
S-17147,NTRS US,-7800,0,-7800,SELL
P-36182,NTRS US,-1000,0,-1000,SELL
S-17147,NYT US,10600,0,10600,BUY
P-47227,NYT US,3500,0,3500,BUY
P-36182,NYT US,1800,0,1800,BUY
S-17147,ODFL US,-1800,0,-1800,SELL
S-17147,OSK US,3800,0,3800,BUY
S-17147,PAYX US,-3200,0,-3200,SELL
S-17147,CUZ US,3200,0,3200,BUY
S-17147,PNR US,-2800,0,-2800,SELL
S-17147,BRO US,-1000,0,-1000,SELL
S-17147,QCOM US,1000,0,1000,BUY
P-36182,QCOM US,800,0,800,BUY
S-17147,RRX US,3800,0,3800,BUY
S-17147,REGN US,-800,0,-800,SELL
S-17147,RGEN US,-2600,0,-2600,SELL
S-17147,RGLD US,2200,0,2200,BUY
S-17147,ROP US,1000,0,1000,BUY
S-17147,ROST US,-10000,0,-10000,SELL
S-17147,RPM US,-1800,0,-1800,SELL
S-17147,SBUX US,63400,0,63400,BUY
P-93050,SBUX US,10000,0,10000,BUY
S-17147,SEIC US,-3400,0,-3400,SELL
S-17147,AOS US,-2800,0,-2800,SELL
S-17147,SNPS US,1800,0,1800,BUY
P-93050,SNPS US,31000,0,31000,BUY
P-36182,SNPS US,3000,0,3000,BUY
S-17147,KEY US,-13000,0,-13000,SELL
S-17147,STT US,-11600,0,-11600,SELL
P-36182,STT US,-2400,0,-2400,SELL
S-17147,USB US,-22600,-18200,-4400,SELL
S-17147,TRMB US,-3800,0,-3800,SELL
S-17147,TROW US,-7400,0,-7400,SELL
S-17147,WM US,53600,0,53600,BUY
S-17147,VMI US,-400,0,-400,SELL
P-47227,VMI US,-1000,0,-1000,SELL
P-36182,VMI US,-400,0,-400,SELL
S-17147,VRTX US,-2600,0,-2600,SELL
S-17147,TTEK US,17600,0,17600,BUY
P-36182,TTEK US,7400,0,7400,BUY
S-17147,STZ US,-8000,0,-8000,SELL
P-36182,STZ US,-2200,0,-2200,SELL
S-17147,WSM US,-4400,0,-4400,SELL
S-17147,WSO US,-800,0,-800,SELL
P-36182,WSO US,-400,0,-400,SELL
P-47227,XRAY US,15000,2200,12800,BUY
S-17147,ZBRA US,-800,0,-800,SELL
P-47227,ZBRA US,-1000,0,-1000,SELL
P-36182,ZBRA US,-400,0,-400,SELL
S-17147,IVZ US,-12200,-4600,-7600,SELL
S-17147,OHI US,-1600,0,-1600,SELL
S-17147,LFUS US,-200,0,-200,SELL
P-47227,LFUS US,-1000,0,-1000,SELL
P-36182,LFUS US,-400,0,-400,SELL
S-17147,INTU US,-1400,0,-1400,SELL
P-36182,INTU US,-200,0,-200,SELL
S-17147,MS US,128000,0,128000,BUY
P-93050,MS US,5000,0,5000,BUY
P-36182,MS US,1000,0,1000,BUY
S-17147,MCHP US,-1800,0,-1800,SELL
S-17147,CB US,-10600,0,-10600,SELL
P-36182,CB US,-800,0,-800,SELL
S-17147,ELS US,-4200,0,-4200,SELL
S-17147,JBL US,-1000,0,-1000,SELL
S-17147,ATR US,-600,0,-600,SELL
S-17147,CHDN US,-1600,0,-1600,SELL
S-17147,RCL US,1400,1000,400,BUY
P-36182,RCL US,400,0,400,BUY
S-17147,ALL US,-3800,0,-3800,SELL
P-47227,ALL US,-1000,0,-1000,SELL
P-36182,ALL US,-1000,0,-1000,SELL
S-17147,RGA US,-1200,0,-1200,SELL
P-36182,RGA US,-600,0,-600,SELL
S-17147,EQR US,-2400,0,-2400,SELL
S-17147,BWA US,-8600,-2400,-6200,SELL
S-17147,IT US,-600,0,-600,SELL
P-36182,IT US,-600,0,-600,SELL
S-17147,DECK US,-2800,0,-2800,SELL
S-17147,INCY US,11400,0,11400,BUY
P-36182,INCY US,1200,0,1200,BUY
S-17147,REG US,-4600,0,-4600,SELL
S-17147,SUI US,8400,2000,6400,BUY
S-17147,SPG US,-6800,0,-6800,SELL
S-17147,MAA US,12200,0,12200,BUY
S-17147,RNR US,-1200,0,-1200,SELL
S-17147,EMN US,400,0,400,BUY
S-17147,AVB US,30600,0,30600,BUY
S-17147,TSCO US,-15600,-3500,-12100,SELL
P-36182,ALB US,-3400,-400,-3000,SELL
S-17147,LECO US,-600,0,-600,SELL
S-17147,WWD US,-2600,0,-2600,SELL
P-47227,WWD US,-1000,0,-1000,SELL
S-17147,FLEX US,43400,0,43400,BUY
P-36182,FLEX US,12000,0,12000,BUY
S-17147,ADC US,3200,0,3200,BUY
P-47227,ADC US,3000,0,3000,BUY
S-17147,PRU US,-6400,0,-6400,SELL
S-17147,UPS US,11400,0,11400,BUY
P-93050,UPS US,9000,0,9000,BUY
S-17147,HIW US,14200,0,14200,BUY
S-17147,ESS US,-1200,0,-1200,SELL
S-17147,LNG US,1400,1000,400,BUY
P-36182,LNG US,600,0,600,BUY
S-17147,FRHC US,1600,0,1600,BUY
P-36182,FRHC US,1800,0,1800,BUY
S-17147,O US,-5400,0,-5400,SELL
P-36182,O US,-1800,0,-1800,SELL
S-17147,MCK US,400,0,400,BUY
S-17147,EME US,1600,0,1600,BUY
S-17147,COR US,-3600,0,-3600,SELL
P-47227,COR US,-1000,0,-1000,SELL
P-36182,COR US,-400,0,-400,SELL
P-36182,COF US,-1000,-200,-800,SELL
S-17147,ALLY US,-6200,0,-6200,SELL
S-17147,SLGN US,7600,0,7600,BUY
P-47227,SLGN US,5000,0,5000,BUY
P-47227,WAT US,-1000,0,-1000,SELL
P-36182,WAT US,-400,-200,-200,SELL
S-17147,DLTR US,-5000,0,-5000,SELL
P-47227,DLTR US,-2500,0,-2500,SELL
S-17147,COTY US,-36900,0,-36900,SELL
S-17147,DRI US,-4200,0,-4200,SELL
P-47227,DRI US,-1000,0,-1000,SELL
P-36182,DRI US,-600,0,-600,SELL
S-17147,ACGL US,-5200,0,-5200,SELL
S-17147,HSIC US,-2800,0,-2800,SELL
S-17147,WAB US,-8000,0,-8000,SELL
P-47227,WAB US,-1500,0,-1500,SELL
S-17147,POOL US,2000,1000,1000,BUY
S-17147,DVA US,-400,0,-400,SELL
P-47227,HIG US,-2000,-400,-1600,SELL
S-17147,IRM US,-25800,0,-25800,SELL
S-17147,FCN US,-600,0,-600,SELL
S-17147,LAZ US,-3600,0,-3600,SELL
S-17147,FDS US,-600,0,-600,SELL
P-36182,FDS US,-400,0,-400,SELL
S-17147,PEGA US,3200,0,3200,BUY
P-36182,PEGA US,1800,0,1800,BUY
S-17147,EG US,-5000,0,-5000,SELL
P-47227,EG US,-1000,0,-1000,SELL
P-36182,EG US,-400,0,-400,SELL
S-17147,EL US,-6000,0,-6000,SELL
S-17147,PFG US,4600,0,4600,BUY
P-47227,QGEN US,4500,2400,2100,BUY
P-36182,QGEN US,2200,0,2200,BUY
S-17147,MTN US,-1600,0,-1600,SELL
P-36182,MTN US,-800,0,-800,SELL
S-17147,LAMR US,-5800,0,-5800,SELL
S-17147,STLD US,-7200,0,-7200,SELL
S-17147,MTD US,-200,0,-200,SELL
P-36182,MTD US,-200,0,-200,SELL
S-17147,KRC US,5000,0,5000,BUY
S-17147,DGX US,-400,0,-400,SELL
P-47227,DGX US,-1500,0,-1500,SELL
S-17147,ROK US,-1200,0,-1200,SELL
P-47227,ROK US,-1000,0,-1000,SELL
P-36182,ROK US,-400,0,-400,SELL
S-17147,SSB US,6400,0,6400,BUY
S-17147,AMT US,-6000,0,-6000,SELL
S-17147,CIEN US,2600,0,2600,BUY
P-36182,CIEN US,800,0,800,BUY
S-17147,NLY US,52600,0,52600,BUY
S-17147,ARE US,-600,0,-600,SELL
S-17147,AMZN US,476600,0,476600,BUY
P-36182,AMZN US,32200,0,32200,BUY
S-17147,VOYA US,10600,0,10600,BUY
P-36182,VOYA US,1400,0,1400,BUY
S-17147,AMG US,-1800,0,-1800,SELL
P-47227,AMG US,-1000,0,-1000,SELL
P-93050,KKR US,6000,5200,800,BUY
S-17147,COLM US,-3000,0,-3000,SELL
S-17147,RL US,-1200,0,-1200,SELL
P-36182,RL US,-400,0,-400,SELL
S-17147,TTWO US,-1200,0,-1200,SELL
P-36182,TTWO US,-600,0,-600,SELL
S-17147,BXP US,-9200,-3000,-6200,SELL
S-17147,JLL US,-800,0,-800,SELL
S-17147,APH US,-5000,0,-5000,SELL
S-17147,AME US,-3000,0,-3000,SELL
P-47227,AME US,-1500,0,-1500,SELL
S-17147,CHRW US,-2600,0,-2600,SELL
P-36182,CHRW US,-1000,0,-1000,SELL
S-17147,ACN US,-6400,0,-6400,SELL
S-17147,YUM US,-12000,0,-12000,SELL
S-17147,PLD US,-22400,-7000,-15400,SELL
S-17147,URI US,-1600,0,-1600,SELL
S-17147,BX US,39800,0,39800,BUY
P-93050,BX US,5000,0,5000,BUY
P-36182,BX US,1800,0,1800,BUY
S-17147,FE US,22800,0,22800,BUY
S-17147,PWR US,-800,0,-800,SELL
P-47227,PWR US,-500,0,-500,SELL
S-17147,RBA US,-3000,-1000,-2000,SELL
S-17147,DOX US,-1000,0,-1000,SELL
S-17147,CG US,31000,0,31000,BUY
S-17147,CCI US,-10600,0,-10600,SELL
S-17147,WPC US,-1800,0,-1800,SELL
S-17147,AEE US,-600,0,-600,SELL
S-17147,NVDA US,-98200,-7400,-90800,SELL
S-17147,SEE US,8400,0,8400,BUY
P-47227,SEE US,6500,0,6500,BUY
S-17147,CTSH US,-2800,0,-2800,SELL
S-17147,ISRG US,-1600,0,-1600,SELL
S-17147,SBAC US,-1000,0,-1000,SELL
P-47227,SBAC US,-1500,0,-1500,SELL
S-17147,CSGP US,5200,0,5200,BUY
S-17147,TREX US,-3200,-1800,-1400,SELL
S-17147,RSG US,3600,0,3600,BUY
S-17147,EBAY US,-22400,0,-22400,SELL
P-36182,EBAY US,-2400,0,-2400,SELL
S-17147,GS US,-11400,-1200,-10200,SELL
S-17147,SRE US,8000,0,8000,BUY
S-17147,ON US,-7600,0,-7600,SELL
P-36182,ON US,-2400,0,-2400,SELL
P-93050,MCO US,2000,1800,200,BUY
P-47227,CNC US,6500,2800,3700,BUY
S-17147,AAP US,-5800,0,-5800,SELL
S-17147,BKNG US,-200,0,-200,SELL
S-17147,AGO US,-1600,0,-1600,SELL
S-17147,EWBC US,-3200,0,-3200,SELL
P-47227,ILMN US,-11000,-800,-10200,SELL
P-47227,AKAM US,3000,400,2600,BUY
P-36182,AKAM US,1400,0,1400,BUY
S-17147,NFLX US,-11000,-200,-10800,SELL
S-17147,A US,-3800,0,-3800,SELL
P-36182,A US,-2200,0,-2200,SELL
S-17147,ELV US,-2400,0,-2400,SELL
P-36182,ELV US,-400,0,-400,SELL
S-17147,BSY US,9800,0,9800,BUY
S-17147,HLI US,-4600,0,-4600,SELL
S-17147,LII US,-600,0,-600,SELL
P-47227,LII US,-500,0,-500,SELL
S-17147,BLDR US,-2200,0,-2200,SELL
S-17147,CRL US,-600,0,-600,SELL
P-36182,CRL US,-800,0,-800,SELL
S-17147,DTE US,-27000,0,-27000,SELL
S-17147,NDAQ US,-5000,0,-5000,SELL
S-17147,MKTX US,-1200,0,-1200,SELL
S-17147,CRM US,7400,0,7400,BUY
P-36182,CRM US,2400,0,2400,BUY
S-17147,TDY US,-600,0,-600,SELL
P-47227,TDY US,-500,0,-500,SELL
P-36182,TDY US,-1600,0,-1600,SELL
S-17147,MET US,46200,0,46200,BUY
P-36182,MET US,1400,0,1400,BUY
S-17147,MDLZ US,89000,0,89000,BUY
S-17147,INSM US,7600,0,7600,BUY
P-36182,INSM US,10600,0,10600,BUY
S-17147,TPR US,-4400,-1000,-3400,SELL
S-17147,GPN US,-3200,-1200,-2000,SELL
S-17147,GRMN US,-800,0,-800,SELL
P-36182,GRMN US,-600,0,-600,SELL
P-93050,EW US,10000,6800,3200,BUY
S-17147,XEL US,-600,0,-600,SELL
S-17147,ALGN US,-1200,0,-1200,SELL
P-36182,ALGN US,-800,0,-800,SELL
S-17147,FLO US,-14400,0,-14400,SELL
S-17147,AXON US,800,500,300,BUY
S-17147,ZBH US,-2200,-1000,-1200,SELL
S-17147,WTW US,7600,1000,6600,BUY
S-17147,AYI US,-800,0,-800,SELL
P-36182,AYI US,-400,0,-400,SELL
S-17147,ICE US,600,0,600,BUY
S-17147,AWI US,-1200,0,-1200,SELL
P-47227,AWI US,-1500,0,-1500,SELL
S-17147,FIS US,-8200,-1600,-6600,SELL
S-17147,XPO US,-2600,0,-2600,SELL
P-93050,CVX US,3319000,0,3319000,BUY
P-93050,XOM US,-4455603,0,-4455603,SELL
P-36182,XOM US,-146942,0,-146942,SELL
P-93050,ORLY US,8000,4800,3200,BUY
P-93050,CPRT US,16000,0,16000,BUY
P-93050,SCCO US,8000,0,8000,BUY
P-36182,SCCO US,1000,0,1000,BUY
P-61230,APLD US,6936,0,6936,BUY
P-61230,BANC US,6717,0,6717,BUY
P-61230,CVCO US,-231,0,-231,SELL
P-61230,MNKD US,26393,0,26393,BUY
P-61230,HLF US,11592,0,11592,BUY
P-61230,CYRX US,12056,0,12056,BUY
P-61230,EYPT US,9403,0,9403,BUY
P-61230,SBH US,6984,0,6984,BUY
P-61230,FOLD US,17198,0,17198,BUY
P-61230,AVAV US,935,0,935,BUY
P-61230,HOUS US,20229,0,20229,BUY
P-61230,CVI US,-5058,0,-5058,SELL
P-61230,ABUS US,26528,0,26528,BUY
P-61230,FTLF US,-6652,0,-6652,SELL
P-61230,DMAC US,-17856,0,-17856,SELL
P-61230,VTLE US,9530,0,9530,BUY
P-61230,BE US,1669,0,1669,BUY
P-61230,VC US,-847,0,-847,SELL
P-61230,ARDX US,17094,0,17094,BUY
P-61230,LC US,6896,0,6896,BUY
P-61230,RUN US,10714,0,10714,BUY
P-61230,PBPB US,7242,0,7242,BUY
P-61230,UNIT US,45754,0,45754,BUY
P-61230,PHLT US,21442,0,21442,BUY
P-61230,AEBI US,10806,0,10806,BUY
P-61230,BLZE US,16023,0,16023,BUY
P-61230,COMM US,10967,0,10967,BUY
P-61230,ABAT US,-48163,0,-48163,SELL
P-61230,ASC US,9577,0,9577,BUY
P-61230,PVLA US,-2707,0,-2707,SELL
P-61230,CC US,8974,0,8974,BUY
P-61230,CTRE US,5262,0,5262,BUY
P-61230,ATLN US,-44460,0,-44460,SELL
P-61230,COGT US,10835,0,10835,BUY
P-61230,RYTM US,-1052,0,-1052,SELL
P-61230,CD US,-14472,0,-14472,SELL
P-61230,TXG US,8860,0,8860,BUY
P-61230,LDI US,-50900,0,-50900,SELL
P-61230,AMR US,-1854,0,-1854,SELL
P-61230,INSG US,-8232,0,-8232,SELL
P-61230,DK US,-5398,0,-5398,SELL
P-61230,IMXI US,8851,0,8851,BUY
P-61230,AVAH US,12348,0,12348,BUY
P-61230,BTU US,39136,0,39136,BUY
P-61230,HCC US,-1967,0,-1967,SELL
P-61230,PENG US,17052,0,17052,BUY
P-61230,MGY US,59591,0,59591,BUY
P-61230,TDW US,-1949,0,-1949,SELL
P-61230,CNR US,16921,0,16921,BUY
P-61230,CELC US,2219,0,2219,BUY
P-61230,BORR US,54395,0,54395,BUY
P-61230,ACTU US,-15320,0,-15320,SELL
P-61230,AIOT US,22838,0,22838,BUY
P-61230,TSHA US,31872,0,31872,BUY
P-61230,NUVB US,31654,0,31654,BUY
P-61230,REAX US,20008,0,20008,BUY
P-61230,TNGX US,17941,0,17941,BUY
P-61230,SHLS US,17318,0,17318,BUY
P-61230,OLO US,47928,0,47928,BUY
P-61230,DRUG US,-2630,0,-2630,SELL
P-61230,VMEO US,13104,0,13104,BUY
P-61230,STGW US,21757,0,21757,BUY
P-61230,MLYS US,4745,0,4745,BUY
P-61230,BETR US,-6531,0,-6531,SELL
P-61230,ZETA US,5400,0,5400,BUY
P-61230,SLDP US,43136,0,43136,BUY
P-61230,FWRG US,28594,0,28594,BUY
P-61230,UPB US,6440,0,6440,BUY
P-61230,KLG US,4829,0,4829,BUY
P-61230,AMPX US,17758,0,17758,BUY
P-61230,TIC US,21797,0,21797,BUY
P-61230,CTRI US,13645,0,13645,BUY
P-61230,GRAL US,9751,0,9751,BUY
P-61230,CAL US,8173,0,8173,BUY
P-61230,MODG US,12965,0,12965,BUY
P-61230,LUMN US,24409,0,24409,BUY
P-61230,CDE US,10800,0,10800,BUY
P-61230,GCO US,3156,0,3156,BUY
P-61230,HL US,12962,0,12962,BUY
P-61230,WKC US,-4040,0,-4040,SELL
P-61230,MUR US,-4191,0,-4191,SELL
P-61230,NC US,-3826,0,-3826,SELL
P-61230,SPXC US,543,0,543,BUY
P-61230,RGR US,5133,0,5133,BUY
P-61230,BELFB US,-864,0,-864,SELL
P-47227,COLB US,38000,26816,11184,BUY
P-61230,DJCO US,-209,0,-209,SELL
P-61230,ELA US,-15174,0,-15174,SELL
P-61230,WT US,9016,0,9016,BUY
P-61230,STRL US,-350,0,-350,SELL
P-61230,HWKN US,-620,0,-620,SELL
P-61230,PNRG US,-688,0,-688,SELL
P-61230,SFNC US,7049,0,7049,BUY
P-61230,STAA US,4645,0,4645,BUY
P-61230,VLY US,10570,0,10570,BUY
P-61230,FMNB US,7070,0,7070,BUY
P-61230,KAI US,-331,0,-331,SELL
P-61230,WINA US,-272,0,-272,SELL
P-61230,RIG US,-35208,0,-35208,SELL
P-61230,VIAV US,9810,0,9810,BUY
P-61230,AEO US,5931,0,5931,BUY
P-61230,TLS US,16336,0,16336,BUY
P-61230,GEO US,43731,0,43731,BUY
P-61230,PLPC US,-547,0,-547,SELL
P-61230,NWBI US,9747,0,9747,BUY
P-61230,SVRA US,26592,0,26592,BUY
P-61230,VSAT US,4958,0,4958,BUY
P-61230,SWBI US,14047,0,14047,BUY
P-61230,CXW US,34501,0,34501,BUY
P-61230,AEHR US,6372,0,6372,BUY
P-61230,CFFN US,16435,0,16435,BUY
P-61230,KTOS US,4332,0,4332,BUY
P-61230,PLUG US,72809,0,72809,BUY
P-61230,BBBY US,9932,0,9932,BUY
P-47227,TFSL US,29000,0,29000,BUY
P-47227,WAL US,2500,0,2500,BUY
P-47227,WU US,23500,0,23500,BUY
P-36182,WU US,12000,0,12000,BUY
P-47227,LOPE US,-1000,0,-1000,SELL
P-36182,LOPE US,-600,0,-600,SELL
P-47227,MTDR US,46500,0,46500,BUY
P-36182,MTDR US,62600,0,62600,BUY
P-47227,GFS US,6500,0,6500,BUY
P-47227,GNRC US,-1500,0,-1500,SELL
P-36182,GNRC US,-600,0,-600,SELL
P-47227,HR US,11000,6000,5000,BUY
P-47227,AR US,-19500,0,-19500,SELL
P-47227,AL US,3500,0,3500,BUY
P-47227,TRGP US,-4000,-3200,-800,SELL
P-47227,FIVE US,-1500,-800,-700,SELL
P-47227,KMI US,-16000,0,-16000,SELL
P-47227,W US,2500,0,2500,BUY
P-36182,W US,1200,0,1200,BUY
P-47227,PEN US,-1000,0,-1000,SELL
P-36182,PEN US,-400,0,-400,SELL
P-47227,MPC US,-5500,0,-5500,SELL
P-47227,PSTG US,2500,0,2500,BUY
P-36182,PSTG US,2800,0,2800,BUY
P-47227,PINS US,6000,0,6000,BUY
P-36182,PINS US,3800,0,3800,BUY
P-47227,PSX US,-2000,0,-2000,SELL
P-36182,FANG US,20000,6000,14000,BUY
P-47227,ZS US,-1000,0,-1000,SELL
P-36182,ZS US,-400,0,-400,SELL
P-47227,BFAM US,-2000,0,-2000,SELL
P-47227,LYFT US,11000,0,11000,BUY
P-36182,LYFT US,10800,0,10800,BUY
P-47227,PCTY US,-1500,0,-1500,SELL
P-47227,ROIV US,15000,7400,7600,BUY
P-47227,APPF US,-1000,0,-1000,SELL
P-47227,SHC US,13000,0,13000,BUY
P-47227,PR US,254000,0,254000,BUY
P-36182,PR US,66000,0,66000,BUY
P-47227,GTLB US,4500,0,4500,BUY
P-36182,GTLB US,2000,0,2000,BUY
P-47227,FTI US,-21000,0,-21000,SELL
P-36182,FTI US,-37800,0,-37800,SELL
P-47227,ELF US,-1500,-800,-700,SELL
P-47227,CIVI US,36500,0,36500,BUY
P-47227,APG US,48500,0,48500,BUY
P-47227,CLVT US,47500,0,47500,BUY
P-47227,BILL US,4000,0,4000,BUY
P-47227,UWMC US,29500,0,29500,BUY
P-36182,UWMC US,14800,0,14800,BUY
P-47227,OVV US,-11500,0,-11500,SELL
P-47227,MP US,6000,0,6000,BUY
P-36182,MP US,2200,0,2200,BUY
P-47227,FOUR US,-2500,0,-2500,SELL
P-47227,RKT US,39000,0,39000,BUY
P-47227,CCC US,28000,0,28000,BUY
P-36182,CCC US,10600,0,10600,BUY
P-47227,CHRD US,23500,0,23500,BUY
P-47227,CERT US,20000,0,20000,BUY
P-47227,TPL US,8000,0,8000,BUY
P-36182,TPL US,6600,0,6600,BUY
P-47227,APA US,-30500,0,-30500,SELL
P-47227,DV US,14500,0,14500,BUY
P-47227,DTM US,-5000,0,-5000,SELL
P-36182,DTM US,-6800,0,-6800,SELL
P-47227,DINO US,-20000,0,-20000,SELL
P-36182,DINO US,-30800,0,-30800,SELL
P-47227,SN US,2000,0,2000,BUY
P-36182,SN US,1000,0,1000,BUY
P-47227,INGM US,10000,0,10000,BUY
P-47227,SFD US,13000,0,13000,BUY
P-36182,SFD US,4200,0,4200,BUY
P-47227,KRMN US,7500,0,7500,BUY
P-36182,KRMN US,2800,0,2800,BUY
P-47227,VNOM US,67000,0,67000,BUY
P-36182,VNOM US,177200,0,177200,BUY
P-47227,AVT US,4000,0,4000,BUY
P-36182,AVT US,2000,0,2000,BUY
P-47227,CTRA US,-22000,0,-22000,SELL
P-47227,CLF US,18000,0,18000,BUY
P-47227,CAR US,-1500,0,-1500,SELL
P-47227,CW US,-500,0,-500,SELL
P-36182,CW US,-400,0,-400,SELL
P-47227,OGE US,5000,0,5000,BUY
P-36182,TER US,2200,2000,200,BUY
P-47227,TYL US,-500,0,-500,SELL
P-47227,UHS US,-1500,0,-1500,SELL
P-47227,AGCO US,-2000,0,-2000,SELL
P-47227,BIO US,-1000,0,-1000,SELL
P-47227,MTZ US,-1500,0,-1500,SELL
P-47227,CACC US,-500,0,-500,SELL
P-47227,CFR US,-2000,0,-2000,SELL
P-47227,CGNX US,5000,0,5000,BUY
P-36182,CGNX US,3200,0,3200,BUY
P-47227,FCNCA US,-500,0,-500,SELL
P-36182,FCNCA US,-200,0,-200,SELL
P-47227,FICO US,-500,0,-500,SELL
P-47227,FHN US,9000,0,9000,BUY
P-36182,FHN US,4800,0,4800,BUY
P-47227,GNTX US,7500,0,7500,BUY
P-36182,GNTX US,3600,0,3600,BUY
P-47227,HEI US,-1000,0,-1000,SELL
P-36182,HEI US,-400,0,-400,SELL
P-47227,BIIB US,-1500,0,-1500,SELL
P-47227,IONS US,5000,0,5000,BUY
P-36182,IONS US,1600,0,1600,BUY
P-47227,JKHY US,-1500,0,-1500,SELL
P-47227,KEX US,-5000,0,-5000,SELL
P-47227,RRC US,-14000,-3800,-10200,SELL
P-47227,PTC US,-1000,0,-1000,SELL
P-47227,AN US,-1000,0,-1000,SELL
P-47227,SEB US,-500,0,-500,SELL
P-47227,GEN US,7000,0,7000,BUY
P-47227,JHX US,58000,0,58000,BUY
P-47227,LSTR US,-2000,0,-2000,SELL
P-47227,MLM US,-500,0,-500,SELL
P-36182,MLM US,-1200,0,-1200,SELL
P-47227,RYN US,8000,0,8000,BUY
P-36182,RYN US,5400,0,5400,BUY
P-47227,EXP US,-1000,0,-1000,SELL
P-47227,FR US,4000,0,4000,BUY
P-47227,RMD US,-1000,0,-1000,SELL
P-36182,RMD US,-400,0,-400,SELL
P-47227,SAM US,-1000,0,-1000,SELL
P-47227,NBIX US,-1500,0,-1500,SELL
P-47227,GPK US,10000,0,10000,BUY
P-47227,ADT US,36500,0,36500,BUY
P-36182,ADT US,11000,0,11000,BUY
P-47227,NOV US,-59000,0,-59000,SELL
P-36182,NOV US,-113000,0,-113000,SELL
